시설명,카테고리1,카테고리2,위도,경도
거제씨월드,문화관광/명소,관광지,34.83591484,128.701472
거제아트홀,전시/공연,영화/연극/공연,34.87203924,128.645736
거제어촌민속전시관,전시/공연,전시/기념관,34.83369365,128.701885
거제요트장,레저/체육/공원,대형레저시설,34.89889665,128.570311
거제요트투어,레저/체육/공원,대형레저시설,34.80609657,128.693766
거제자연휴양림,문화관광/명소,관광지,34.78569918,128.625943
거제조선해양문화관,전시/공연,전시/기념관,34.83490062,128.701622
거제포로수용소유적공원,전시/공연,전시/기념관,34.87637998,128.62537
거제해양레포츠센터,레저/체육/공원,대형레저시설,34.83279067,128.702317
거진1리해수욕장,문화관광/명소,관광지,38.44764887,128.456523
거진공설운동장,레저/체육/공원,대형체육시설,38.44304479,128.448607
거창목재문화체험장,문화관광/명소,관광지,35.76357986,127.829792
거창박물관,전시/공연,전시/기념관,35.67430045,127.910313
거창박물관,전시/공연,전시/기념관,37.57883739,127.036584
거창사건역사교육관,전시/공연,전시/기념관,35.55574562,127.92489
거창사건추모공원역사교육관,전시/공연,전시/기념관,35.55574562,127.92489
거창스포츠파크,레저/체육/공원,대형체육시설,35.69513581,127.926351
거창창포원,문화관광/명소,관광지,35.65381276,127.940119
거창파3골프클럽,레저/체육/공원,대형레저시설,35.72396061,128.024156
거창항노화힐링랜드거창산림치유센터,문화관광/명소,관광지,35.73730572,128.042123
건강과성박물관,전시/공연,전시/기념관,33.25484697,126.346584
건국대학교박물관,전시/공연,전시/기념관,37.53918267,127.074712
건국대학교스포츠과학타운야구장,레저/체육/공원,대형체육시설,37.22687985,127.483766
건설문화관,전시/공연,전시/기념관,35.81810279,127.123555
건설안전체험교육장,문화관광/명소,관광지,37.02503728,127.915593
건어장해수욕장,문화관광/명소,관광지,37.53774417,126.344455
건업리축구장,레저/체육/공원,대형체육시설,37.39254534,127.404836
건입박물관,전시/공연,전시/기념관,33.51598137,126.530845
건지산성,문화관광/명소,명승지,36.08615637,126.792483
건천운동장,레저/체육/공원,대형체육시설,35.84240279,129.094745
걷기교육문화원,전시/공연,영화/연극/공연,37.46729972,127.034959
걸매축구장,레저/체육/공원,대형체육시설,33.25014681,126.55456
걸은도자문화체험학교,문화관광/명소,관광지,37.29294417,127.697822
검단선사박물관,전시/공연,전시/기념관,37.59444584,126.698682
검단토성,문화관광/명소,명승지,35.91143375,128.628375
검멀레해수욕장,문화관광/명소,관광지,33.50598314,126.960257
검봉산자연휴양림,문화관광/명소,관광지,37.23987679,129.302165
검천평생학습센터,문화관광/명소,관광지,37.52437679,127.364636
게이트볼암태경기장,레저/체육/공원,대형체육시설,34.82619574,126.108516
격포자연학습장,문화관광/명소,관광지,35.63040408,126.470161
격포항요트계류장,레저/체육/공원,대형레저시설,35.63287276,126.473262
격포해수욕장,문화관광/명소,관광지,35.63287276,126.473262
견두산성,문화관광/명소,명승지,36.39217073,127.459174
견훤산성,문화관광/명소,명승지,36.57568106,127.89946
결성농요농사박물관,전시/공연,전시/기념관,36.53262479,126.548969
겸재정선미술관,전시/공연,전시/기념관,37.57222297,126.838412
경기관광박람회,전시/공연,전시/기념관,37.66893348,126.745803
경기광주시어린이급식관리지원센터도담도담튼튼광장,전시/공연,전시/기념관,37.39541553,127.279661
경기교육자치역사관,전시/공연,전시/기념관,37.29855518,127.022074
경기국악당,전시/공연,영화/연극/공연,37.25940011,127.11362
경기국악원,전시/공연,영화/연극/공연,37.2955999,126.983686
경기국악원국악당,전시/공연,영화/연극/공연,37.25940011,127.11362
경기국제관광박람회,전시/공연,전시/기념관,37.66893348,126.745803
경기도광주역사박물관(2024년예정),전시/공연,전시/기념관,37.40144501,127.249993
경기도국민안전체험관,문화관광/명소,관광지,37.17843579,127.062731
경기도기술학교 운동장,레저/체육/공원,대형체육시설,37.2202432,127.044984
경기도남부경찰청경기경찰홍보관,전시/공연,전시/기념관,37.29501522,127.033426
경기도문화원연합회,전시/공연,영화/연극/공연,37.26577519,127.036882
경기도문화의전당 국악당,전시/공연,영화/연극/공연,37.25940011,127.11362
경기도미술관,전시/공연,전시/기념관,37.32507855,126.80999
경기도박물관,전시/공연,전시/기념관,37.26818786,127.108653
경기도상상캠퍼스,전시/공연,영화/연극/공연,37.26677627,126.985018
경기도어린이박물관,전시/공연,전시/기념관,37.26818786,127.108653
경기도어린이박물관강당,전시/공연,영화/연극/공연,37.26818786,127.108653
경기도어린이식품안전체험관의정부센터,문화관광/명소,관광지,37.76339433,127.095742
경기도요트협회,레저/체육/공원,대형레저시설,36.92001237,126.919025
경기도우수중소기업제품전시관,전시/공연,전시/기념관,37.66893348,126.745803
경기도이천민속도예합동전시관,전시/공연,전시/기념관,37.2936788,127.411746
경기도자미술관,전시/공연,전시/기념관,37.27640872,127.423365
경기도자박물관,전시/공연,전시/기념관,37.35028278,127.334786
경기도카약협회,레저/체육/공원,대형레저시설,37.64146504,126.786743
경기도통일플러스센터(2025년예정),전시/공연,영화/연극/공연,37.7463385,127.043092
경기도행정역사관,전시/공연,전시/기념관,37.31562945,126.991063
경기디자인페스티벌2011운영사무국,전시/공연,전시/기념관,37.66893348,126.745803
경기문화재단,전시/공연,영화/연극/공연,37.26677627,126.985018
경기북부어린이박물관,전시/공연,전시/기념관,37.94457481,127.064321
경기상상캠퍼스,전시/공연,영화/연극/공연,37.26677627,126.985018
경기생활도자미술관,전시/공연,전시/기념관,37.30014504,127.654546
경기소리전수교육관,전시/공연,전시/기념관,37.42784857,127.001304
경기수원생생공화국,전시/공연,영화/연극/공연,37.26677627,126.985018
경기아트센터,전시/공연,영화/연극/공연,37.26158333,127.03757
경기예술고등학교 아트홀,전시/공연,영화/연극/공연,37.50575359,126.761368
경기음식페스티벌,전시/공연,전시/기념관,37.66893348,126.745803
경기청년문화창작소,전시/공연,영화/연극/공연,37.26677627,126.985018
경기해양안전체험관,전시/공연,전시/기념관,37.28942506,126.580997
경남교육역사기록관,전시/공연,전시/기념관,35.24478384,128.663745
경남교육청유아교육원김해체험분원,전시/공연,영화/연극/공연,35.22832545,128.763447
경남대학교박물관,전시/공연,전시/기념관,35.18432093,128.555096
경남도립미술관,전시/공연,전시/기념관,35.23946357,128.690857
경남모던윈드오케스트라,전시/공연,영화/연극/공연,35.24026472,128.64914
경남문학관,전시/공연,전시/기념관,35.17017089,128.657927
경남문화예술진흥원,전시/공연,영화/연극/공연,35.62560796,128.350299
경남문화예술회관,전시/공연,영화/연극/공연,35.18727372,128.091744
경남신문역사관,전시/공연,전시/기념관,35.23134432,128.68781
경남음악창작소뮤지시스,전시/공연,영화/연극/공연,35.24373381,128.869411
경남풋살,레저/체육/공원,대형체육시설,35.27307438,128.477557
경남해양캠프,문화관광/명소,관광지,35.16311849,128.612327
경대로소극장냄비,전시/공연,영화/연극/공연,35.89014509,128.618317
경복궁,문화관광/명소,명승지,37.57590409,126.976842
경복궁아트홀,전시/공연,영화/연극/공연,37.58335259,126.970697
경북과학대전통문화체험학교,전시/공연,전시/기념관,35.99376817,128.338931
경북과학대학교박물관,전시/공연,전시/기념관,35.98318752,128.345669
경북구미일반조종면허면제교육장,레저/체육/공원,대형레저시설,36.08378471,128.38685
경북대학교대구캠퍼스박물관,전시/공연,전시/기념관,35.88909749,128.614322
경북대학교자연사박물관,전시/공연,전시/기념관,36.12173194,128.576603
경북산림과학박물관,전시/공연,전시/기념관,36.71396814,128.824678
경북예술고등학교미술관,전시/공연,전시/기념관,35.85591083,128.586415
경북예술문화원,전시/공연,영화/연극/공연,35.88909749,128.614322
경북요트학교,레저/체육/공원,대형레저시설,36.3634935,129.38319
경북청송골프장(2025년예정),레저/체육/공원,대형레저시설,36.49807092,129.047023
경산드림멀티구장,레저/체육/공원,대형체육시설,35.83206454,128.785479
경산묘목홍보전시관,전시/공연,전시/기념관,35.88741639,128.794385
경산문화회관,전시/공연,영화/연극/공연,35.91152341,128.812804
경산시립박물관,전시/공연,전시/기념관,35.81398388,128.763123
경산시민운동장,레저/체육/공원,대형체육시설,35.89254023,128.791384
경산이발테마관,전시/공연,전시/기념관,35.81727765,128.735541
경산재,문화관광/명소,관광지,35.60506523,128.843147
경산재,문화관광/명소,관광지,35.62300858,128.826904
경산체육공원,레저/체육/공원,공원,35.82111713,128.743773
경상남도고성군청오광대전수관,전시/공연,전시/기념관,34.97273871,128.322313
경상남도교육청 과학교육원 우포생태교육원,전시/공연,전시/기념관,35.53579444,128.427753
경상남도농업기술원농경문화관,전시/공연,영화/연극/공연,35.21099875,128.117539
경상남도무형문화재거창전수관,전시/공연,전시/기념관,35.67353077,127.90942
경상남도세일링연맹,레저/체육/공원,대형레저시설,34.82773379,128.433841
경상남도수목원,전시/공연,전시/기념관,35.15719825,128.295736
경상남도안전체험관,전시/공연,전시/기념관,35.55429859,128.114461
경상남도청도청잔디광장,레저/체육/공원,공원,35.23780325,128.69194
경상대학교박물관,전시/공연,전시/기념관,35.15671413,128.098001
경상대학교부속동물사육장,문화관광/명소,관광지,35.20678723,128.139061
경상북도교육청문화원독도교육체험관,전시/공연,전시/기념관,36.07355012,129.39146
경상북도교육청의성안전체험관,전시/공연,전시/기념관,36.4726534,128.386281
경상북도농어촌체험휴양마을협의회,문화관광/명소,관광지,35.90071715,128.441318
경상북도독립운동기념관,전시/공연,전시/기념관,36.53319519,128.858222
경상북도수목원,문화관광/명소,관광지,36.21987882,129.258902
경상북도유교문화회관,전시/공연,영화/연극/공연,36.56712756,128.726825
경상북도콘텐츠진흥원,전시/공연,전시/기념관,36.56462973,128.733448
경상쳄버홀,전시/공연,영화/연극/공연,35.21569509,128.141708
경상M씨어터,전시/공연,영화/연극/공연,35.21569509,128.141708
경성대학교미술관,전시/공연,전시/기념관,35.13843836,129.100099
경성실내풋살장 & 스크린골프,레저/체육/공원,대형체육시설,36.3366203,127.378636
경신문화센터,전시/공연,영화/연극/공연,35.86313221,129.214883
경신문화센터,전시/공연,영화/연극/공연,35.9080344,128.542164
경암미술관,전시/공연,전시/기념관,37.89334176,126.96008
경암미술관,전시/공연,전시/기념관,37.46769029,127.589637
경원선철도중단점,문화관광/명소,관광지,38.25745777,127.166284
경인미술관,전시/공연,전시/기념관,37.57459086,126.985723
경인아라뱃길홍보관,전시/공연,전시/기념관,37.57340188,126.710351
경인아라뱃길홍보관,전시/공연,전시/기념관,37.55843603,126.607464
경정해수욕장,문화관광/명소,관광지,36.48519106,129.433187
경주국립공원,레저/체육/공원,공원,35.80191607,129.214889
경주대학교박물관,전시/공연,전시/기념관,35.82926585,129.163239
경주동궁과월지,문화관광/명소,관광지,35.83479378,129.22657
경주동궁원,문화관광/명소,관광지,35.84949074,129.261505
경주민속공예촌,문화관광/명소,관광지,35.80517239,129.311618
